,EAN_13,categorie,code,description,marque,nom,prix,reference_fabricant,remise_pourcentage,url_produit,prix_initial
0,4006825672718,Rabot,B8563500,"La raboteuse sans fil Einhell TP-PL 18/3 Li BL - Solo est un outil puissant et polyvalent, parfait pour les bricoleurs exigeants et les amateurs de travail du bois. Membre de la gamme Power X-Change, elle fonctionne avec un moteur sans balais PurePOWER pour une durée de fonctionnement plus longue et une puissance optimale, pouvant atteindre une profondeur de coupe de 3 mm.",einhell,Raboteuse sans fil  TP-PL 18/3 Li BL - Solo - EINHELL,175.3,EIN-4345405,10.53,https://www.centrale-brico.com/einhell-raboteuse-sans-fil-tp-pl-183-li-bl-solo-b8563500,195.93159718341343
1,4006825664263,Defonceuse,B7984600,"Avec son variateur électronique en continu et son puissant moteur, la défonceuse sans fil TP-RO 18 Li BL-Solo Einhell est parée au mieux pour un fraisage précis. Profondeur de fraisage réglable en continu et réglage fin, conception aluminium haute qualité, accessoire à 2 mains pour une utilisation précise Avec pinces de serrage 6 et 8 mm pour diverses fraises et dispositif de blocage d’arbre facilitant le changement d’outil Poignée ergonomique à surface Softgrip, pare-copeaux et lampe LED pour une utilisation confortable La défonceuse fait partie de la gamme Power X-Change. Sont inclus de série : butée parallèle, pointe de compas, outil, adaptateur pour aspirateurs eaux et poussières Einhell. Vendue sans batterie ni chargeur",einhell,Defonceuse sans fil TP-RO 18 Li BL - Solo + accessoires - sans batterie - EINHELL,167.7,EIN-4350411,9.81,https://www.centrale-brico.com/einhell-defonceuse-sans-fil-tp-ro-18-li-bl-solo-accessoires-sans-batterie-b7984600,185.9407916620468
2,4006150175229,Melangeur-Turbine,B8568900,Le double mélangeur TMX PRO 1400 DOUBLE est conçu pour mélanger efficacement de grandes quantités grâce à ses deux vitesses et son moteur robuste.,bergtectool,Melangeur a main - modele TMXPRO 1400 - 230V & 1400W - Double - 2 vitesses - 0-480 & 0-680 tr/min - BergTecTool,229.99,Ber-17522,0.0,https://www.centrale-brico.com/bergtectool-melangeur-a-main-modele-tmxpro-1400-230v-1400w-double-2-vitesses-0-480-0-680-trmin-b8568900,229.99
3,4006825673234,Pistolet a peinture,B8565000,"Le système de pulvérisation sans fil Einhell TE-SY 18/90 Li-Solo est idéal pour les travaux de peinture et de vernissage sur des surfaces moyennes à grandes. Il fait partie de la famille Power X-Change, compatible avec toutes les batteries et chargeurs de la gamme.",einhell,Pistolet a peinture sur batterie  TE-SY 18/90 Li-Solo - EINHELL,131.52,EIN-4260040,12.29,https://www.centrale-brico.com/einhell-pistolet-a-peinture-sur-batterie-te-sy-1890-li-solo-b8565000,149.94869456162354
4,9120058372124,Decoupeur,B8309100,Poids net en kg : 12,holzmann,"Plieuse 320 x 300 x 2,5 mm - Livre sans etau - Holzmann",225.79,HOL-AKM320,5.49,https://www.centrale-brico.com/holzmann-plieuse-320-x-300-x-25-mm-livre-sans-etau-b8309100,238.90593587980106
5,4006150176035,Decapeur,B8568400,"Le pistolet thermique numérique TM DHG 2000, modèle CH, est conçu pour offrir une régulation thermique précise avec un affichage numérique clair.",bergtectool,Decapeur thermique numerique - modele TMDHG 2000 - [230V - CH] - 2000W - 50degC a 630degC - debit d'air : 550 L/min - BergTecTool,85.0,Ber-17603,0.0,https://www.centrale-brico.com/bergtectool-decapeur-thermique-numerique-modele-tmdhg-2000-230v-ch-2000w-50c-a-630c-debit-d-air-550-lmin-b8568400,85.0
6,4004025098796,Decolleuse,B7482400,,wagner,"Decolleuse A Papier Peint Electrique A Vapeur Steamforce Plus, 2000W - WAGNER",77.43,WAG-5630632,5.22,https://www.centrale-brico.com/wagner-decolleuse-papier-peint-lectrique-vapeur-steamforce-plus-2000w-b7482400,81.69445030597173
7,4006150130235,Aspirateur,B8547500,"Le NTS 30 Premium est un aspirateur performant conçu principalement pour l’aspiration des poussières de chantier et le nettoyage des véhicules. Grâce à sa technologie à triple filtre, même les poussières fines ne posent plus de problème. Cet aspirateur est équipé d’une prise électrique de 2000 watts, permettant de connecter d'autres outils électriques. Avec l'option de mise en marche automatique, l’aspirateur s’active ou s’éteint en fonction de l’outil connecté.",bergtectool,Aspirateur professionnel humide et sec - modele NTS 30 PREMIUM - 230V et 1600W - 30L - 190/21 MBAR - allumage automatique - BergTecTool,394.99,BER-13023,0.0,https://www.centrale-brico.com/bergtectool-aspirateur-professionnel-humide-et-sec-modele-nts-30-premium-230v-et-1600w-30l-19021-mbar-allumage-automatique-b8547500,394.99
8,9120039234151,Aspirateur,B8350200,,zipper,Aspirateur Demarrage automatique - 550 W - 230V - Zipper,224.5,ZIP-ZI-ASA550ESA,16.54,https://www.centrale-brico.com/zipper-aspirateur-demarrage-automatique-550-w-230v-b8350200,268.9911334771148
9,4009317589419,Fraise a lamelle,B6332500,"Lame pour fraiseuse Cette lame pour fraiseuse a une dimension de 100 x 22 x 3,8 mm Lame aux carbures de tungstène à 6 dents",kwb by einhell,"Lame pour fraiseuse a lamelle 100x22x3,8 mm 6 dents - KWB by Einhell",20.94,KWB-49758941,4.6,https://www.centrale-brico.com/kwb-by-einhell-lame-pour-fraiseuse-a-lamelle-100x22x38-mm-6-dents-b6332500,21.949685534591193
10,4006825674514,Rainureuse,B8563700,"La rainureuse murale sans fil Einhell TP-MA 36/30 Li BL - Solo est un outil performant et pratique pour créer des rainures et des canaux précis dans la maçonnerie, idéale pour l'installation de câbles et autres conduits. Fonctionnant avec deux batteries Power X-Change 18 V, elle offre une liberté de mouvement totale, sans les contraintes d’un câble.",einhell,Rainureuse murale sans fil  TP-MA 36/30 Li BL - Solo - EINHELL,293.14,EIN-4350800,10.61,https://www.centrale-brico.com/einhell-rainureuse-murale-sans-fil-tp-ma-3630-li-bl-solo-b8563700,327.933773352724
11,9120039900681,Machine a bois,B8303800,"1 coupe en bout, 1affleureuse double.",holzmann,Plaqueuse de chants mobile - 2000W - 230V - Holzmann,342.6,HOL-KAM50M_230V,0.0,https://www.centrale-brico.com/holzmann-plaqueuse-de-chants-mobile-2000w-230v-b8303800,342.6
12,9120039230405,Coupe carrelage,B8344800,,zipper,Coupe carreaux - lame refrigeree a l'eau - 500W - 230V - Zipper,72.0,ZIP-ZI-FS115,0.0,https://www.centrale-brico.com/zipper-coupe-carreaux-lame-refrigeree-a-l-eau-500w-230v-b8344800,72.0
13,4006825672947,Machine multifonction,B8562500,"L'outil multifonction sans fil Einhell TE-MG 18/1 Li - Solo est conçu pour répondre aux besoins de travaux variés, comme le sciage, le ponçage et le grattage, dans le cadre de constructions, rénovations ou rénovations. Faisant partie de la famille Power X-Change, il est compatible avec toutes les batteries de cette gamme (batterie et chargeur vendus séparément). Son attache rapide permet un changement d'accessoires sans outil, offrant ainsi une grande flexibilité et rapidité dans les travaux.",einhell,Outil multifonction sans fil  TE-MG 18/1 Li - Solo - EINHELL,92.94,EIN-4465195,0.0,https://www.centrale-brico.com/einhell-outil-multifonction-sans-fil-te-mg-181-li-solo-b8562500,92.94
14,9120039902647,Machine multifonction,B8334800,"Poids net en kg : 0,50",holzmann,Nettoyeur diamant en T pour meules - Holzmann,43.9,HOL-TDSSA45,0.0,https://www.centrale-brico.com/holzmann-nettoyeur-diamant-en-t-pour-meules-b8334800,43.9
15,9120058372872,Machine multifonction,B8330300,"2 panne de rechange, fil de soudure 10 g, Flux 10g",holzmann,Pistolet a souder - 200WW - 230V / 50Hz - Holzmann,54.84,HOL-LP700_230V,10.83,https://www.centrale-brico.com/holzmann-pistolet-a-souder-200ww-230v-50hz-b8330300,61.50050465403162
16,9120058372865,Machine multifonction,B8329100,"Poids net en kg : 1,80",holzmann,Decapeur thermique - 2000W - 230V / 50Hz - Holzmann,66.0,HOL-HLP2000_230V,0.0,https://www.centrale-brico.com/holzmann-decapeur-thermique-2000w-230v-50hz-b8329100,66.0
17,912005837351,Machine multifonction,B8321800,"Protecteur de copeaux, guide parallèle, adaptateur de copeaux, butée de profondeur type “revolver” et compas",holzmann,Defonceuse - 1200W - 230V / 50Hz - Holzmann,110.1,HOL-OBF1200_230V,0.0,https://www.centrale-brico.com/holzmann-defonceuse-1200w-230v-50hz-b8321800,110.1
18,9120058371707,Machine multifonction,B8316200,"Poids net en kg : 1,52",holzmann,Boitier de demarrage synchronise 400V / 230 V - Holzmann,130.73,HOL-ALA1_400V,15.22,https://www.centrale-brico.com/holzmann-boitier-de-demarrage-synchronise-400v-230-v-b8316200,154.19910356216087
19,9120058372346,Machine multifonction,B8314800,"Poids net en kg : 1,41",holzmann,Outils tournage - Holzmann,152.21,HOL-9TLG10,13.62,https://www.centrale-brico.com/holzmann-outils-tournage-b8314800,176.20977078027323
20,9120058371752,Machine multifonction,B8313300,"Poids net en kg : 4,20",holzmann,Satineuse - 800W - 230V / 50Hz - Holzmann,163.18,HOL-SM100_230V,10.29,https://www.centrale-brico.com/holzmann-satineuse-800w-230v-50hz-b8313300,181.89722438970014
21,9120039905549,Machine multifonction,B8309300,Poids net en kg : 9,holzmann,Encocheuse manuelle de tubes - Holzmann,238.9,HOL-RAM43,0.0,https://www.centrale-brico.com/holzmann-encocheuse-manuelle-de-tubes-b8309300,238.9
22,9120039905556,Machine multifonction,B8306800,Poids net en kg : 19,holzmann,Encocheuse manuelle de tubes - Holzmann,270.98,HOL-RAM61,1.28,https://www.centrale-brico.com/holzmann-encocheuse-manuelle-de-tubes-b8306800,274.4935170178282
23,9120058376153,Machine multifonction,B8302000,"Différentes versions de palans électriques, adaptés pour le levage et le déplacement des charges dans les chantiers.",holzmann,Palan electrique 1600 W - 230 V - charge max 1000 kg - Holzmann,555.0,HOL-ESZ1000D_230V,0.0,https://www.centrale-brico.com/holzmann-palan-electrique-1600-w-230-v-charge-max-1000-kg-b8302000,555.0
24,9120039903262,Machine multifonction,B8299500,Poids net en kg : 30,holzmann,Mortaiseuse pour degauchisseuse HOB260NL ou ECO + mandrin - Holzmann,645.0,HOL-K5260LLL,0.0,https://www.centrale-brico.com/holzmann-mortaiseuse-pour-degauchisseuse-hob260nl-ou-eco-mandrin-b8299500,645.0
25,nan,Chargeur-Batterie,B8574300,"La batterie IKRA 36V 6,0 Ah Li-Ion Type LI 28 est une source d'énergie puissante et durable, idéale pour les travaux exigeants de jardinage et de bricolage. Fabriquée en Europe, elle garantit une qualité supérieure et une compatibilité totale avec toutes les machines Bosch 36V.",ikra,Batterie de marque Ikra - 36V 6Ah 216Wh - Li-Ion type LI 28 - compatible avec tous les produits Bosch - Made in Europe - Ikra,1025.0,IKR-AKKU6AH,0.0,https://www.centrale-brico.com/ikra-batterie-de-marque-ikra-36v-6ah-216wh-li-ion-type-li-28-compatible-avec-tous-les-produits-bosch-made-in-europe-b8574300,1025.0
26,4006825581652,Accessoires compresseur,B1369200,Raccord pour tuyau  air comprimé,einhell,Raccord tuyau 9 mm - EINHELL,16.26,4139320,14.2,https://www.centrale-brico.com/einhell-raccord-tuyau-9-mm-b1369200,18.951048951048953
27,4006825581645,Accessoires compresseur,B1369000,Raccord rapide air comprimé,einhell,Raccord rapide 9 mm - EINHELL,16.86,4139302,11.03,https://www.centrale-brico.com/einhell-raccord-rapide-9-mm-b1369000,18.950207935259076
28,9120039903033,Tour-Touret- Rabot,B8332400,"Poids net en kg : 0,90",holzmann,Plateau frontale 90 mm - Holzmann,49.49,HOL-PSE90,9.85,https://www.centrale-brico.com/holzmann-plateau-frontale-90-mm-b8332400,54.89739323349972
29,912003990304,Tour-Touret- Rabot,B8330400,"Poids net en kg : 1,40",holzmann,Plateau frontale 120 mm - Holzmann,56.54,HOL-PSE120,8.07,https://www.centrale-brico.com/holzmann-plateau-frontale-120-mm-b8330400,61.50331774176003
30,9120039903057,Tour-Touret- Rabot,B8329200,"Poids net en kg : 3,20",holzmann,Plateau frontale 200 mm - Holzmann,66.0,HOL-PSE200,0.0,https://www.centrale-brico.com/holzmann-plateau-frontale-200-mm-b8329200,66.0
31,9120039904634,Tour-Touret- Rabot,B8327000,Pointe 60°,holzmann,Pointe tournante HQ - Holzmann,72.97,HOL-KGRMK4HQ,5.23,https://www.centrale-brico.com/holzmann-pointe-tournante-hq-b8327000,76.99693995990293
32,9120039907871,Tour-Touret- Rabot,B8325300,"Poids net en kg : 0,20",holzmann,Profil contre profil 120 - Holzmann,84.73,HOL-KPF120Z2F2,3.72,https://www.centrale-brico.com/holzmann-profil-contre-profil-120-b8325300,88.00373909430827
33,9120039907864,Tour-Touret- Rabot,B8324000,"Poids net en kg : 0,20",holzmann,Jeu de 2 plaquettes profil Ndeg1 KPF120Z2F1 pour KPF120 - Holzmann,96.47,HOL-KPF120Z2F1,2.56,https://www.centrale-brico.com/holzmann-jeu-de-2-plaquettes-profil-n1-kpf120z2f1-pour-kpf120-b8324000,99.0045155993432
34,9120039904641,Tour-Touret- Rabot,B8321900,Pointe 60°,holzmann,Pointe tournante 60deg MK5/MT5/CM5 pour tour metaux - Holzmann,108.21,HOL-KGRMK5HQ,1.72,https://www.centrale-brico.com/holzmann-pointe-tournante-60-mk5mt5cm5-pour-tour-metaux-b8321900,110.1037851037851
35,912005837223,Tour-Touret- Rabot,B8315000,"1 disque de polissage coton cousu, 1 disque de polissage blanc/soft",holzmann,Touret polisseuse - 520W - 230V - Holzmann,178.1,HOL-DSM150PS_230V,0.0,https://www.centrale-brico.com/holzmann-touret-polisseuse-520w-230v-b8315000,178.1
36,9120039900759,Tour-Touret- Rabot,B8314900,": 2 meules: 1grain 36, et 1 de grain 80",holzmann,Touret polisseuse - 520W - 230V - Holzmann,178.1,HOL-DSM150_230V,0.0,https://www.centrale-brico.com/holzmann-touret-polisseuse-520w-230v-b8314900,178.1
37,9120039900797,Tour-Touret- Rabot,B8313500,"Poids net en kg : 18,50",holzmann,Touret a meuler  a 'eau - 520W - 230v - Holzmann,178.02,HOL-DSM150200W_230V,5.71,https://www.centrale-brico.com/holzmann-touret-a-meuler-a-eau-520w-230v-b8313500,188.80050906776964
38,9120039900773,Tour-Touret- Rabot,B8307700,"2 meules: 1grain 36, et 1 de grain 80",holzmann,Touret a meuleur - 900W - 230V - Holzmann,442.1,HOL-DSM200_230V,0.0,https://www.centrale-brico.com/holzmann-touret-a-meuleur-900w-230v-b8307700,442.1
39,9120039902296,Tour-Touret- Rabot,B8307600,"1 meule, 1 brosse",holzmann,Touret a meuler avec brosse - 900W - 230V - Holzmann,442.1,HOL-DSM200DS_230V,0.0,https://www.centrale-brico.com/holzmann-touret-a-meuler-avec-brosse-900w-230v-b8307600,442.1
40,912003990078,Tour-Touret- Rabot,B8307000,"2 meules: 1grain 36, et 1 de grain 80",holzmann,Tourets a meuler - 900W - 230V - Holzmann,452.8,HOL-DSM250_230V,0.0,https://www.centrale-brico.com/holzmann-tourets-a-meuler-900w-230v-b8307000,452.8
41,912003990081,Tour-Touret- Rabot,B8306900,"2 meules: 1grain 36, et 1 de grain 80",holzmann,Touret a meuleur - 900W - 400V - Holzmann,452.8,HOL-DSM250_400V,0.0,https://www.centrale-brico.com/holzmann-touret-a-meuleur-900w-400v-b8306900,452.8
42,3223430138014,Accessoires compresseur,B1664900,"Pour air comprimé, permet de gonfler et dégonfler.",outifrance,Gonfleur avec manometre 530 g - OUTIFRANCE,37.86,6530840,24.43,https://www.centrale-brico.com/outifrance-gonfleur-avec-manometre-530-g-b1664900,50.09924573243351
43,3223430161678,Accessoires compresseur,B1664800,Raccord pour eau comprimé - écrou égeulé 1/4,outifrance,Raccord pour air comprime - embout rapide male - OUTIFRANCE,16.43,6530835,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-embout-rapide-male-b1664800,16.43
44,3223430161654,Accessoires compresseur,B1664600,"2 raccords pour la création d'un circuit d'air comprimé. Cannelés pour tuyau de diamètre intérieur 8 mm, à embout rapide mâle.",outifrance,2 raccords canneles a embout rapide male (O int. 8 mm) - OUTIFRANCE,13.96,6530833,0.0,https://www.centrale-brico.com/outifrance-2-raccords-canneles-a-embout-rapide-male-int-8-mm-b1664600,13.96
45,3223430138021,Accessoires compresseur,B1664500,"En aluminium, pour tous travaux de soufflage, séchage, dépoussiérage.",outifrance,Soufflette 220 g - OUTIFRANCE,16.97,6530830,0.0,https://www.centrale-brico.com/outifrance-soufflette-220-g-b1664500,16.97
46,3223430169681,Accessoires compresseur,B1664400,Pour air comprimé.,outifrance,2 embouts de gonflage pour valves de pneu automobile - OUTIFRANCE,16.22,6530827,0.0,https://www.centrale-brico.com/outifrance-2-embouts-de-gonflage-pour-valves-de-pneu-automobile-b1664400,16.22
47,3223430169698,Accessoires compresseur,B1664300,Pour air comprimé.,outifrance,"3 embouts de gonflage (ballons, matelas, bateaux...) - OUTIFRANCE",18.82,6530826,0.0,https://www.centrale-brico.com/outifrance-3-embouts-de-gonflage-ballons-matelas-bateaux-b1664300,18.82
48,3223430161814,Accessoires compresseur,B1664200,Raccord pour eau comprimé - filetage 1/4,outifrance,Raccord pour air comprime - embout rapide femelle - OUTIFRANCE,20.66,6530822,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-embout-rapide-femelle-b1664200,20.66
49,3223430161807,Accessoires compresseur,B1664100,Raccord pour eau comprimé - filetage 1/4,outifrance,Raccord pour air comprime - embout rapide male - OUTIFRANCE,13.96,6530821,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-embout-rapide-male-b1664100,13.96
50,3223430169667,Accessoires compresseur,B1664000,"2 raccords pour la création d'un circuit d'air comprimé. Cannelés pour tuyau de diamètre intérieur 8 mm, à filetage 1/4.",outifrance,2 raccords canneles a filetage 1/4 (O int. 8 mm) - OUTIFRANCE,13.96,6530819,0.0,https://www.centrale-brico.com/outifrance-2-raccords-canneles-a-filetage-14-int-8-mm-b1664000,13.96
51,3223430169643,Accessoires compresseur,B1663900,Raccord pour eau comprimé - baionnette,outifrance,Raccord pour air comprime - embout rapide male - OUTIFRANCE,14.46,6530818,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-embout-rapide-male-b1663900,14.46
52,3223430161791,Accessoires compresseur,B1663800,Raccord pour eau comprimé - taraudage 1/4,outifrance,Raccord pour air comprime - embout rapide male - OUTIFRANCE,14.68,6530817,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-embout-rapide-male-b1663800,14.68
53,3223430161784,Accessoires compresseur,B1663700,Raccord pour eau comprimé - filetage 1/4,outifrance,Raccord pour air comprime - Taraudage 3/8 - OUTIFRANCE,14.32,6530816,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-taraudage-38-b1663700,14.32
54,322343016965,Accessoires compresseur,B1663600,Raccord pour eau comprimé - écrou égeulé 1/4,outifrance,Raccord pour air comprime - ecrou egeule 1/4 - OUTIFRANCE,14.53,6530815,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-ecrou-egeule-14-b1663600,14.53
55,3223430169674,Accessoires compresseur,B1663500,Raccord pour eau comprimé - taraudage 1/4,outifrance,Raccord pour air comprime - taraudage  1/4 - OUTIFRANCE,13.49,6530813,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-taraudage--b1663500,13.49
56,322343013797,Accessoires compresseur,B1663300,Raccord pour eau comprimé - taraudage 1/4,outifrance,Raccord pour air comprime - ecrou egeule 1/4 - OUTIFRANCE,15.83,6530810,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-ecrou-egeule-14-b1663300,15.83
57,3223430137963,Accessoires compresseur,B1663100,"2 raccords pour la création d'un circuit d'air comprimé. Cannelés pour tuyau de diamètre intérieur 8 mm, à baïonette.",outifrance,2 raccords canneles a baionette (O int. 8 mm) - OUTIFRANCE,13.54,6530808,0.0,https://www.centrale-brico.com/outifrance-2-raccords-canneles-a-baionette-int-8-mm-b1663100,13.54
58,3373270009156,Accessoires compresseur,B6108900,Bec court en métal,prodif,Souflette a bec court PRODIF - PRODIF,9.24,PRO-1151,0.0,https://www.centrale-brico.com/prodif-souflette-a-bec-court-prodif-b6108900,9.24
59,3373270002577,Accessoires compresseur,B6108700,Bec long en métal,prodif,Soufflette a bec long PRODIF - PRODIF,8.92,PRO-1152V,0.0,https://www.centrale-brico.com/prodif-soufflette-a-bec-long-prodif-b6108700,8.92
60,8020119067956,Accessoires compresseur,B5944400,,michelin,Malette de 66 pieces MICHELIN - MICHELIN,209.12,MIC-8020119067956,0.0,https://www.centrale-brico.com/michelin-malette-de-66-pieces-michelin-b5944400,209.12
61,8020119066218,Accessoires compresseur,B5871500,,michelin,Insert rapide MICHELIN - MICHELIN,7.76,MIC-1126001505,5.37,https://www.centrale-brico.com/michelin-insert-rapide-michelin-b5871500,8.200359294092783
62,8020119084502,Accessoires compresseur,B5871400,,michelin,Insert rapide cannele MICHELIN - MICHELIN,7.67,MIC-1126001502,36.08,https://www.centrale-brico.com/michelin-insert-rapide-cannele-michelin-b5871400,11.999374217772216
63,8020119067222,Accessoires compresseur,B5871300,,michelin,Insert filetage MICHELIN - MICHELIN,6.59,MIC-1126001507,19.63,https://www.centrale-brico.com/michelin-insert-filetage-michelin-b5871300,8.199576956575836
64,40068256414,Accessoires compresseur,B5450000,"La meuleuse droite à air comprimé Einhell TC-PP 220 permet de réaliser avec précision et puissance des travaux de ponçage, de polissage, de gravure ou d’ébavurage. Cette ponceuse droite Einhell avec une vitesse de rotation maximale de 22 000 tour/min offre une performance optimale à partir d’un diamètre intérieur de tuyau de 9 mm. La poignée en caoutchouc permet une utilisation en toute sécurité. La meuleuse droite à air comprimé est adaptée à une utilisation d’une seule main. La gâchette de sécurité prévient tout démarrage intempestif. Les 10 meules sur tige fournies en accessoires offrent de multiples possibilités d’utilisation. Sont également vendus avec la meuleuse droite 1 burette d’huile, 1 raccord et 2 clés de serrage. L'outil est vendu dans son coffret de transport et de rangement très pratique.",einhell,Ponceuse vibrante pneumatique TC-PP 220 - EINHELL,47.46,EIN-4138540,12.03,https://www.centrale-brico.com/einhell-ponceuse-vibrante-pneumatique-tc-pp-220-b5450000,53.95021029896556
65,4006825581676,Accessoires compresseur,B4962400,"Embout à filetage, Filetage mâle R 1/4"", Ø 6 mm",einhell,"Embout a filetage, filetage male R 1/4"", O 6 mm - EINHELL",15.29,EIN-4139665,4.14,https://www.centrale-brico.com/einhell-embout-a-filetage-filetage-male-r-14-6-mm-b4962400,15.950344252034217
66,4006825581669,Accessoires compresseur,B4365300,"Embout à filetage, filetage mâle R 3/8"", Ø 6 mm",einhell,"Embout a filetage, filetage male R 3/8"", O 6 mm - EINHELL",15.29,4139666,4.14,https://www.centrale-brico.com/einhell-embout-a-filetage-filetage-male-r-38-6-mm-b4365300,15.950344252034217
67,4006825560824,Accessoires compresseur,B4365100,"Raccord rapide, filetage mâle R 1/4""",einhell,"Raccord rapide, filetage male R 1/4"" - EINHELL",18.01,4139207,4.96,https://www.centrale-brico.com/einhell-raccord-rapide-filetage-male-r-14-b4365100,18.949915824915827
68,3660058017213,Accessoires compresseur,B4146400,"Jonction pour tuyau en laiton. Avec filetage gaz BSP. Passage libre air, eau, fluides inertes. Pression 0 à 15 bar.",prevost,Raccord tuyau air male/male O 10 mm - PREVOST,10.78,D-6840410,0.0,https://www.centrale-brico.com/prevost-raccord-tuyau-air-malemale-10-mm-b4146400,10.78
69,3660058017206,Accessoires compresseur,B4146300,"Jonction pour tuyau en laiton. Avec filetage gaz BSP. Passage libre air, eau, fluides inertes. Pression 0 à 15 bar.",prevost,Raccord tuyau air male/male O 8 mm - PREVOST,9.56,D-6840408,0.0,https://www.centrale-brico.com/prevost-raccord-tuyau-air-malemale-8-mm-b4146300,9.56
70,3660058232821,Accessoires compresseur,B4146200,Lot de 2 raccords en Y pour tuyau en laiton nickelé.,prevost,"Raccords ""Y"" taraudes - double 3/8 femelle et 3/8 femelle (2p) - PREVOST",32.47,D-6840336,5.09,https://www.centrale-brico.com/prevost-raccords-y-taraudes-double-38-femelle-et-38-femelle-2p-b4146200,34.21135812875356
71,3660058232418,Accessoires compresseur,B4145800,"Lot de 2 jonctions pour tuyau en laiton. Avec filetage gaz BSP. Passage libre air, eau, fluides inertes. Pression 0 à 15 bar.",prevost,Jonctions pour tuyaux - filetage 1/4 male et cannele pour tuyan O 8 mm (2p) - PREVOST,15.73,D-6840301,0.0,https://www.centrale-brico.com/prevost-jonctions-pour-tuyaux-filetage-14-male-et-cannele-pour-tuyan-8-mm-2p-b4145800,15.73
72,3660058232739,Accessoires compresseur,B4145700,2 réductions en laiton nickelé.,prevost,Reductions de filetage conique vers taraudage - 1/2 male a 3/8 femelle (2p) - PREVOST,15.0,D-6840211,0.0,https://www.centrale-brico.com/prevost-reductions-de-filetage-conique-vers-taraudage-12-male-a-38-femelle-2p-b4145700,15.0
73,3660058232722,Accessoires compresseur,B4145600,2 réductions en laiton nickelé.,prevost,Reductions de filetage conique vers taraudage - 3/8 male a 1/4 femelle (2p) - PREVOST,13.0,D-6840206,0.0,https://www.centrale-brico.com/prevost-reductions-de-filetage-conique-vers-taraudage-38-male-a-14-femelle-2p-b4145600,13.0
74,4006825674774,Accessoires compresseur,B8561400,"Ce kit d'air comprimé complet de 15 pièces d'Einhell est l'accessoire idéal pour tout compresseur, permettant des tâches de gonflage et de nettoyage variées. Il comprend une jauge numérique pour un contrôle précis de la pression, une soufflette avec plusieurs buses, et une série d’adaptateurs pour répondre à différents besoins. Le tout est livré avec un sac de rangement pratique, doté d’une fermeture Velcro pour un transport et un rangement faciles.",einhell,"Kit d'air comprime , 15 pieces avec manometre numerique et sac de rangement - EINHELL",58.75,EIN-4139693,18.35,https://www.centrale-brico.com/einhell-kit-d-air-comprime-15-pieces-avec-manometre-numerique-et-sac-de-rangement-b8561400,71.95345988977341
75,4006825672381,Accessoires compresseur,B8561300,"Le kit d'air comprimé original Einhell est un ensemble complet de 10 pièces conçu pour répondre à divers besoins de gonflage et de nettoyage avec un compresseur. Il comprend une jauge de gonflage des pneus avec des lectures en bar et psi, des adaptateurs pour valves et un sac de rangement pratique avec fermeture Velcro, idéal pour le rangement et le transport.",einhell,"Kit d'air comprime , 10 pieces avec sac de rangement - EINHELL",37.67,EIN-4139694,10.2,https://www.centrale-brico.com/einhell-kit-d-air-comprime-10-pieces-avec-sac-de-rangement-b8561300,41.94877505567929
76,9120039233437,Accessoires compresseur,B8348400,,zipper,Kit 5 pieces pour Compresseurs - Zipper,63.0,ZIP-ZI-COMZUB5,0.0,https://www.centrale-brico.com/zipper-kit-5-pieces-pour-compresseurs-b8348400,63.0
77,9120039233062,Accessoires compresseur,B8348300,,zipper,Kit 11 pieces pour Compresseurs - Zipper,49.0,ZIP-ZI-COMZUB11,0.0,https://www.centrale-brico.com/zipper-kit-11-pieces-pour-compresseurs-b8348300,49.0
78,4007430232281,Accessoires compresseur,B7650700,,metabo,"Jeu de cles a douille 1"" antichoc - Metabo",284.75,MET-628835000,13.7,https://www.centrale-brico.com/metabo-jeu-de-cles-a-douille-1-antichoc-b7650700,329.95365005793747
79,400743023225,Accessoires compresseur,B7638000,,metabo,"Jeu de cles a douille 1/2"" antichoc - Metabo",69.9,MET-628831000,21.41,https://www.centrale-brico.com/metabo-jeu-de-cles-a-douille-12-antichoc-b7638000,88.94261356406669
80,4007430263162,Accessoires compresseur,B7627300,Pour l'utilisation de raccords ISO et UNI,metabo,"Raccord filete enfichable R 1/4"" FE ISO  pour compresseur - Metabo",14.92,MET-628747000,0.0,https://www.centrale-brico.com/metabo-raccord-filete-enfichable-r-14-fe-iso-pour-compresseur-b7627300,14.92
81,4006825599046,Accessoires compresseur,B7274200,"Accessoires pour compresseur Quick Coupling R1/2"" IG",einhell,"Raccord rapide universel R1/2"" FI pour compresseur - EINHELL",16.75,EIN-4139210,11.61,https://www.centrale-brico.com/einhell-raccord-rapide-universel-r12-fi-pour-compresseur-b7274200,18.95010747822152
